Author,Title,Time,Content,Comment url
qaz786397 (),[問題] 在momo買冷氣是否保證保固七年？,Mon Jun 22 22:10:17 2020,想請問一下momo購物有賣代理對岸牌的冷氣，價格比國產的便宜一些，有寫登錄官網保固7年，但畢竟只是代理商性質，基本上倒了就找不到人維修及零件，那請問在保固時間內代理商倒了，這部分momo會承擔冷氣後面的保固嘛？還是momo只是一個平台，保固還是依照廠商處理呢？-----Sent from JPTT on my Realme RMX1921.,https://www.ptt.cc//bbs/E-appliance/M.1592835025.A.79A.html
bebehome (bebehome),[冷氣] MOMO還是全國電子？,Sat Jun 20 14:56:45 2020,買新家一次要裝4台，因為價差有點大，猶豫不決MOMO網路價格4台加總14萬1千元全國電子網路價格加總16萬2千元我也知道全國電子實體店面比較安心但相同的東西，這個安心價值2萬1千元...該怎麼選?,https://www.ptt.cc//bbs/E-appliance/M.1592636207.A.C01.html
mytropicfish (人生的業餘新手),Re: [冷氣] momo與電器行價格差異問題？,Thu May 21 14:25:21 2020,網購價格通常是贏在信用卡回饋+信用卡活動+網站活動點數+回利網(如shopback)以我最常買的樂天網加樂天卡為例我上個月實體店面裝了一台國際qx冷暖63 店面報價55k樂天上網路店家定價大約54-56k 跟店面差不多以54k含基本安裝算但加上       樂天卡 分期網購回饋2k             樂天卡網購5%上限1.5k                         樂天點數550點             shopback2.5% 1350可省下5k-6k(要會轉賣點數)但我還是在從地方版上找了有信用的實體店家買之前網路上買了兩台分離式 一台窗型都是網路上買的如前面幾篇大大說的網購安裝時間趕 不太美觀 被老婆念了一頓(窗型就沒差)這次實體店家分數大約就是90分 美觀度大勝我打個比方 有點像廉航跟一般航空的差別都是會到目的地(吹起來都會冷) 只是中間感覺差很多如果網購的施工品質 要作到實體店家的程度加價加一加 不會比實體店家便宜到哪就像你把廉航的所有額外服務買一買 跟一般航空差不多了如果是租屋or窗型 或是不在意美醜的房間 網路上買ok的不然還是找實體店家 起碼你想怎麼作 跟他說 都有討論的空間,https://www.ptt.cc//bbs/E-appliance/M.1590042324.A.7B7.html
TT (< 無敵破格郎 >),Re: [冷氣] momo與電器行價格差異問題？,Wed May 20 14:28:32 2020,※ 引述《cyclones0909 (sukaho)》之銘言：: 最近要買冷氣 已決定要買三菱重工的zsxt: 經過多方比價與問價後發現電器行大多都在: 44k左右: https://i.imgur.com/bzvHnCR.jpg: 而momo購物卻下殺到35k左右: https://reurl.cc/lVakLd: 請教一下諸位大大: 不知道momo是否為舊機種 清庫存還是有其他差異？先說一下，因為剛好前年陸續買兩台都是透過momo心得：你有時間仔細監工盯著，大家常講的幾個關鍵做好，其實也OK1.抽真空2.銅管(還有沒有其他項目我一下子也想不到)但整體施工品質來說確實不如去年正好意外逛到實體店家(台南)老闆也很阿莎力直接說『你問到網路價格多少，我直接給你我能給的底價』同樣是買Panasonic PX28 冷暖只貴1000 (但分期只能無息6期)[P.s.momo購買記得注意還要加鐵架or管線長度的加價規則]安裝時的細心程度就是看得出差異這部分真的是要自己評估一下像前兩台我是想說反正試看看，使用到目前3台也都沒出狀況過所以如果預算很有限制，我個人經驗分享是還行但預算夠+『很在意施工品質&細節要求』還是找口碑好的實體店家真正讓我滿意的反而是「服務態度」去年剛好有節能家電的補貼，老闆直接一邊幫我們影印其他資料一邊幫忙黏貼資料到申請的時候，服務人員還直接稱讚這資料都好齊全實體店家比較麻煩的地方是「有些店家你講想買的牌子，它就狂嫌棄，而且還不是拿出能說服你的需求理由」碰過問個三菱or富士通，就一嘴說沒人在裝這些品牌，只推薦買XX店家沒賣或沒賺頭不想接真的可以直接告知個人心得分享：關鍵還是實體店家要找到價格不錯就得花點時間跑店去問尤其要價格好，技術又好，老實講這真的難，「價格合理」才對畢竟人家師傅的技術本來就值得你多花點錢不是嘛！別只想拿到網路最便宜價格，施工卻最專業的品質這不就像在路邊買傻師傅小籠湯包，卻抱怨比鼎泰豐難吃--      有一天    大象就問駱駝說：    「你的胸部怎麼長在你背上啊？」    駱駝回答：    「我想這個問題，由 一個老二長在臉上的人來問我實在是很奇怪耶...」,https://www.ptt.cc//bbs/E-appliance/M.1589956114.A.DFC.html
whisky520 (走向孤單的明天),Re: [冷氣] momo與電器行價格差異問題？,Wed May 20 11:35:29 2020,在Momo買的冷氣還不是找配合的家電行來裝？通常這種有店面的家電行生意都不怎麼樣才會淪落到配合網路或大賣場不然我店暑假光做自己的客人就做不太完了至於為什麼生意不怎麼樣，可以去討論一下原因很多，不管大環境問題或是...店家問題？另外種家電行沒有店面簡稱外包，台語叫武七（？）因為計件論，所以這種為了求快求利潤會跟你斤斤計較遇到求快的，管路給你隨便凹隨便放反正會冷就好反正上述這兩種人來說這些都不是他的客人他只是代工我相信一定有好的外包但在大環境下，只能說運氣運氣你在網路通路或大賣場買冷氣你永遠不知道這一組師父怎麼樣是不是跟你上次同地方買的一樣師父也不知道是不是「大家」推的那組師父還是說安裝開門前先確認師父是誰不是你要的就不給他進來xDD當然，在地家電行也會有人員流動問題但現在網路發達你至少可以透過地方媽媽不對..是地方社團來問同樣都是運氣，起碼跟你同鄉鎮的人會幫你篩選雖然這就跟google地圖評論美食一樣但如果分數高、樣本數高就代表有一定水準不然網路發達的現在早被灌爆了最後啊，如果網路跟店面差沒多少錢找店面也不一定比較不好人家也是要店租人事成本的確，在現在變頻板鎖料保固動不動就7、10年的現在（偷偷推富士通，全機10年保固）保固內出問題，一律轉公司但服務好的電器行，能抽空去幫你看一下看是不是按錯了？是不是哪裡有問題能處理一下搞不好不需要動到原廠你以為原廠也是隨叫隨到喔xD,https://www.ptt.cc//bbs/E-appliance/M.1589945731.A.235.html
kumamama (拉拉熊),[問題] 臉書家電團購或選momo特價小瓦掃拖,Mon May 18 21:54:04 2020,"本身有加入FB小米跟石頭的掃地機社團前陣子實在太想買一台放家裡了而且看板上討論串＆評價，連社團也爬好一陣子文，也算是有設定目標不過因為沒有立即性需求所以一直沒入手最近嘖嘖活動上是石頭新款S6 Pure，整體感覺很不錯在社團內陸續也有很多板友拿到開箱了甚至有幾個有團主正在揪團中團購價和直接網站預購買可以再省1,000價差誘因也變得有想跟團友一起合購了不過現在猶豫的點是，雖然跟團可以便宜點但從來沒這樣買過東西，不免有點擔心商品有問題會求助無門之類的…在猶豫的同時，今天也有看見石頭平價版小瓦掃地機在momo有67折才5,999有送水洗濾網跟拖布，滿額領300mo幣…當然跟S6 Pure規格比還是有差啦，但價格爆甜，好像也可以考慮進來很怕優惠結束前就賣光了…只到5/25所以來請教一下大大們是否有在類似的社團跟團經驗？還是說大家覺得買小瓦就好@@",https://www.ptt.cc//bbs/E-appliance/M.1589810046.A.D98.html
cyclones0909 (sukaho),[冷氣] momo與電器行價格差異問題？,Mon May 18 16:22:55 2020,最近要買冷氣 已決定要買三菱重工的zsxt經過多方比價與問價後發現電器行大多都在44k左右https://i.imgur.com/bzvHnCR.jpg而momo購物卻下殺到35k左右https://reurl.cc/lVakLd請教一下諸位大大不知道momo是否為舊機種 清庫存還是有其他差異？,https://www.ptt.cc//bbs/E-appliance/M.1589790177.A.C04.html
sa074463 (#62 x 明年再努力),[情報] momo 瑞典 Blueair 205 $9999,Tue May  5 23:45:20 2020,逛 momo 突然看到下殺特價時間從 05/05-05/10有興趣的可以入手啦https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=7022445,https://www.ptt.cc//bbs/E-appliance/M.1588693523.A.858.html
QmaxQ (行動代號185),[情報] MOMO Coway一日限定品牌日,Mon Apr 27 12:18:46 2020,Coway 今天MOMO一日限定價格蠻殺的，而且不只空氣清淨機、耗材，淨水器跟免治馬桶座也有特價:空氣清淨機AP-1516D: (18-20坪)$18800 送活性碳濾網*1$ 23800 送AP-1512HH一台AP-1512HH: (18坪)一台$5990、兩台$10900AP-1216: (18坪)$9900 送活性碳濾網*6$14900 送AP-1512HH一台AP-1009CH: (10~14坪)$7490 送活性碳濾網*2淨水器CHP-242N(桌上型): $29800 送1000MO幣+軟水專用淨水器CHP-241N(桌上型): $36800 送軟水專用淨水器P-160L(櫥下式): $9900P-350N(櫥上型): $8888P-250N(桌上型): $4990馬桶座BAS-16: $6990送Corkcicle保溫瓶BA-19: $6490送Corkcicle保溫瓶以上都還有滿額禮:8000送24吋行李箱/按摩槍12000送氣炸鍋/正官庄人蔘2盒空淨機的價格我個人覺得好像比較殺一點，然後淨水器新款比較便宜蠻怪的XD,https://www.ptt.cc//bbs/E-appliance/M.1587961128.A.947.html
fredliou (宜蘭人..),[問題] Blueair 205清淨機是MOMO獨賣還是停產??,Fri Feb 28 20:18:41 2020,之前在雙11曾經價格優惠到$9999的 Blueair 205現在各大賣場與網路商店全部都查不到，只剩MoMo還有，價格是$14999送活性碳濾網想問問看這款現在是停產，還是原本就是MoMo獨賣??有想購入，但是怕幾乎都是放很久的存貨或是整新機/福利品??現在網路上查得到有在賣的都只有208i 也就是增加空氣品質偵測器的款式爬一下文似乎有評論，這個偵測器沒什麼效用，但是多了這個功能竟然就貴了將近10000。而MoMo現在賣的205，有贈送市價4000的活性碳濾網，雖然扣除濾網後等於10999也沒有當時的9999便宜，但多那功能價值真的不高，問看看各位是否知道205的現況!!,https://www.ptt.cc//bbs/E-appliance/M.1582892323.A.5BE.html
rachechen (芮蒂),[新聞] 台灣大、momo打造跨界生態圈 用mo幣衝一,Wed May  3 18:18:47 2023,"範本格式 (請依序謄寫，禁止更動格式，綠色範例可刪除)──────────────────────────────────────1.原文連結：連結過長者請使用短網址。https://reurl.cc/qkelM02.原文標題：標題須完整寫出且須符合內文(否則依板規刪除並水桶)。台灣大、momo打造跨界生態圈 用mo幣衝一波業績3.原文來源(媒體/作者)：例:蘋果日報/王大明(若無署名作者則不須)中時新聞網 記者王逸芯4.原文內容：請刊登完整全文(否則依板規刪除並水桶)。台灣大(3045)自2020年推出串聯電信、電商的「mo幣多」獨門專案，每月提供用戶獨享momo幣回饋，成功發揮集團綜效，為回饋「mo幣多」用戶支持，台灣大再度找來電商龍頭momo，將今年5月20日首度舉辦專寵會員的24小時限時「mo幣多會員日」活動，盼藉此讓電信業務、電商相互拉抬，轉化成業績貢獻。台灣大個人用戶事業群商務長林東閔表示，後疫情時代，用戶早已習慣更便利、快速的消費行為，在momo購物網消費除了享受購物樂趣，更期待能獲得momo幣回饋。momo幣作為貫穿集團服務重要工具，不僅能用於momo購物網採買商品，還能折抵台灣大電信帳單、在MyVideo租、購片等，同時也是台灣點數經濟發展的箇中指標。林東閔進一步談到，台灣大推出「mo幣多」專案後，即深受網購族青睞，為了感謝用戶長期支持，今年特別規劃「mo幣多會員日」，讓「mo幣多」用戶在momo購物網消費，獨享超越百貨周年慶的優惠，並贈送包含純金9999「黃金mo幣」在內等超過1,000個活動獎項，專寵用戶打造極致購物體驗，帶給用戶既有趣又驚喜的消費樂趣。本次台灣大與momo攜手端出的「mo幣多會員日」一大特色，就是「購物爭霸 終極10強」PK戰，活動當日在momo全站內消費總金額最高的「mo幣多」用戶，將直接贈送價值10萬元的1兩純金9999「黃金mo幣」，以優質大禮回饋用戶。5.心得/評論：內容須超過繁體中文30字(不含標點符號)。台哥本業xmomo的異業活動，類似蝦皮618的節慶活動，只要是mo幣多用戶都能參加，不知道中華和遠傳未來會不會也有類似福利──────────────────────────────────────",https://www.ptt.cc//bbs/MobileComm/M.1683109129.A.5AB.html
etnie (我的福報要來了),[問題] 請問momo的舊機回收,Wed Mar 29 20:26:58 2023,請問有人在momo回收過三星手機嗎？會不會標準很嚴格？怕什麼都沒換到最後不能回收還要自付郵資寄回感覺很虧還是要去三星智慧館估價會比較好嗎？謝謝,https://www.ptt.cc//bbs/MobileComm/M.1680092820.A.5AA.html
snowmanmax (Snow),Re: [問題] 有人有搶到S23U登記送的MOMO幣嗎,Sun Feb 19 21:08:12 2023,momo 的 s23 登記活動都結束了。一點都不意外的，全部都是1秒內搶光。今天沒搶到2000，再來就等21號到貨了。※ 引述《jueihsinlin (Dean Lin)》之銘言：: 請問用MOMO卡最多能折多少?: 折扣寫的很多: 現在搞不清楚正確數字: 假設登記MO幣全拿到: 贈品不計算在內: 1.下單使用折價券2694後價格$42206:   使用MOMO卡41920+MO幣286: 2.MOMO卡5%回饋41920*0.05=$2096: 3.免登 $2500: 4.2/14 $1500: 5.2/19 $2000: 6.2/19 $1200: 42206-2096-2500-1500-2000-1200=32910: 請問這樣正確嗎?,https://www.ptt.cc//bbs/MobileComm/M.1676812095.A.8DF.html
jueihsinlin (Dean Lin),Re: [問題] 有人有搶到S23U登記送的MOMO幣嗎,Wed Feb 15 23:14:10 2023,請問用MOMO卡最多能折多少?折扣寫的很多現在搞不清楚正確數字假設登記MO幣全拿到贈品不計算在內1.下單使用折價券2694後價格$42206  使用MOMO卡41920+MO幣2862.MOMO卡5%回饋41920*0.05=$20963.免登 $25004.2/14 $15005.2/19 $20006.2/19 $120042206-2096-2500-1500-2000-1200=32910請問這樣正確嗎?,https://www.ptt.cc//bbs/MobileComm/M.1676474052.A.446.html
leegogo (李狗狗),[問題] 有人有搶到S23U登記送的MOMO幣嗎,Tue Feb 14 21:12:30 2023,我是什麼都沒搶到來取暖的，原來S23系列登記送的MOMO幣這麼難搶。我時間快到就拚命按，結果突然就變已額滿。登記送的便宜無線耳機、1500 MO幣都一秒就沒了。難道是開腳本之類的才能搶到嗎@@有人有搶到登記MO幣的嗎?,https://www.ptt.cc//bbs/MobileComm/M.1676380353.A.16E.html
varitas35 (Garden of sinners),[問題] S23U MOMO 舊機換星,Tue Feb  7 16:39:39 2023,MOMO的舊機換星活動，有人有找到頁面嗎?PC 舊機回收下面有關於這活動的說明2/07:1200~2/19 23:59申請的後面有大概時程可是MOMO好像沒有看到頁面?是需要像***官網 使用A20以上手機進行回收才有?還是其他家 sony apple也有?是購買ultra即最高等級回饋3000?打過去問MOMO客服也沒有解答，只說等回電這邊發文問看看有沒有人昨天就去問，並得到回覆或有找到頁面的?,https://www.ptt.cc//bbs/MobileComm/M.1675759182.A.A7F.html
hank77629 (地下頭目),[方案] 台哥大電銷588吃到飽不降速送momo3000$,Mon Dec 12 21:11:29 2022,1.當前資費和到期日期：遠傳319/12/172.使用需求：4G吃到飽3.常出沒地區：各縣市4.NP/續約/新辦：np5.預算範圍：5006.補充說明：合約快到期了，在板上觀望很久，覺得真的沒有什麼漂亮的優惠，今天傍晚台哥大電銷打給我，牌價799的方案，5884G吃到飽不降速，送3000momo幣。網外送40分鐘，市話送60分鐘，合約30個月，算下來一個月488。比起遠傳app內的599網外40市話60遠傳幣3000（但是是每月回饋100遠傳幣到帳戶內）算下來是499。感覺台哥大的588換算下來488，momo3000塊比較能運用，電銷願意給我考慮一天的時間，也許這是通膨下比較好的選擇了https://i.imgur.com/aINmWSf.jpg聲明：根據板規1-4相關細則，本板嚴禁發、留言徵求電銷，請勿以身試法(本聲明勿刪)───────────────────────────────────────,https://www.ptt.cc//bbs/MobileComm/M.1670850691.A.707.html
ginlom (哞),[公告] 水桶：hugh509/karta2591146/kgh/qwqwaas/blackmomomo/nanahate,Mon Oct 10 21:08:53 2022,【條文內容】3.部分類別分類說明與規範3-3 [新聞] 分類與說明  A.轉錄、轉貼新聞或網站之文章時，須使用原文標題，並在內文依格式填寫連結、標    題、來源、內容及心得，連結須可正確連結，若原標題過長，請於內文格式完整填上，有修改新聞內容者須以色碼標示。  H.有違 [新聞] 格式與規定發文，處刪文及水桶14日，累犯者加重至一個月起跳【違規文章】   編號    日 期 作  者       文  章  標  題                                    131029  3210/07 hugh509      □ [新聞] 不甩市場萎縮頹勢，Google 為 Pixel 7 開【違規事由】內文有違新聞格式與規範【裁決】水桶14日───────────────────────────────────────【條文內容】1.發推文注意事項1-1 基本事項  G.發文使用問卦體、明知故問或為問而問者，經板主認定無討論價值之厚問文。違者    初犯水桶14日(輕微者僅刪文)，再犯水桶30日以上，使用其他分類意圖規避亦同。【違規文章】   編號    日 期 作  者       文  章  標  題                                    131031  2310/07 karta2591146 □ [問題] Google 第三次做平板能撐多久？【違規事由】為問而問、無討論價值之厚問文【裁決】水桶14日───────────────────────────────────────【條文內容】1.發推文注意事項1-1 基本事項  A.發表文章時，須使用適當之預設分類標題(詳下文)，若未使用/錯誤/自創分類者，    違者刪文並水桶3日。3.部分類別分類說明與規範3-1 [購機] 分類說明[購機] 若需板友推薦行動通訊產品(手機、平板等)，請使用購機分類。  E.有違 [購機] 格式與規範發文，處以刪文並水桶7日以上。【違規文章】   編號    日 期 作  者       文  章  標  題                                    131096   610/09 kgh          □ [問題] 類似LG WineSmart2的智慧手機 131123  1610/10 qwqwaas      □ [問題] 2K內藍芽喇叭有推薦的嗎? 131133    10/10 blackmomomo  □ [購機] 長輩拍照機 紅米 note 11S / OPPO A74【違規事由】錯誤分類、有違購機格式與規範【裁決】kgh、qwqwaas：合併水桶10日blackmomomo：水桶7日───────────────────────────────────────【條文內容】1.發推文注意事項1-1 基本事項  A.發表文章時，須使用適當之預設分類標題(詳下文)，若未使用/錯誤/自創分類者，    違者刪文並水桶3日。3.部分類別分類說明與規範3-2 [方案] 分類說明[方案] 指電信(官網)優惠、資費比較/需求、繳費等和電信相關之問題。  E.有違 [方案] 格式與規範發文，處以刪文並水桶7日以上。【違規文章】   編號    日 期 作  者       文  章  標  題                                    131103   810/09 nanahate     □ [問題] 長期在國外收簡訊的月租型【違規事由】錯誤分類、有違方案格式與規範【裁決】合併水桶10日,https://www.ptt.cc//bbs/MobileComm/M.1665407335.A.C4E.html
kirchize (起落是無常),[情報] Momo Realme neo 2 S福利品，一年保固,Fri Sep 16 09:29:33 2022,"昨天9/15 晚上11點,momo通知有Realme GT neo 2 的S 級福利品，盒損未拆，一年保固，8880元要選擇價卷，不然就8930元。有需要的可以去買，當備用機也很超值喲！",https://www.ptt.cc//bbs/MobileComm/M.1663291775.A.1B2.html
benny614017 (benny614017),[方案] 台哥大Disney+/MOMO電銷,Wed May 25 16:46:37 2022,1.當前資費和到期日期：中華學生488，6/30到期2.使用需求：上網吃到飽，通話極少，戶外會滑社群、YT、查地圖、短時看劇            不玩遊戲及導航3.常出沒地區：台中市舊市區4.NP/續約/新辦：NP5.預算範圍：盡量$500內6.補充說明：電銷給的Disney吃到飽方案$599 21Mbps / $699 不限速 ，24個月通話的部分我很少打就不細說然後帳單每個月-100，所以是$499/$599MOMO方案是$599 吃到飽不限速，帳單-1200=$549/月送MOMO幣2500------------------------------------------我目前傾向於$499那個，因為家裡及公司都有WiFi但不確定21M會不會影響我的使用，試用卡可以要求限21M的嗎?MOMO方案是我提到迪士尼其實對我非必要客服才拿出來如果是500多的兩個方案，哪個會比較划算?MOMO幣分兩次給，每次的使用期就都只有2個月有爬過台中名店的價格也很心動，店面也都在我生活圈內但是他們價目表都是月初或月中才公布，我怕下個月辦已經漲價(5月的已比4越高)請問攜碼的無縫接軌期有天數的限制嗎?例如太早申請會跟你收違約金，要接近到期日才不會收這樣煩請各位指教，謝謝聲明：根據板規1-4相關細則，本板嚴禁發、留言徵求電銷，請勿以身試法(本聲明勿刪)───────────────────────────────────────,https://www.ptt.cc//bbs/MobileComm/M.1653468399.A.C7F.html
haha02 (來人！上夾棍！),[討論] momo預購S22U通知3/15開始發貨,Thu Mar  3 18:10:47 2022,大家好剛剛稍早接到簡訊通知因為原廠延遲到貨所3/15才會「開始」發貨截圖如下https://i.imgur.com/jBDa5Pm.jpg看到當下真的是無言  慢一兩天就算了慢兩週哪招我的訂單成立時間是2/15 12:30可能信仰不夠沒有第一時間下單被懲罰惹 呵呵因為預購禮登記時間只到3/20剛剛打去活動小組問他們說登錄截止時間不變  如果收到手機的時候已超過時間要再自己打電話去活動小組個案處理應該有些人是跟我類似的情況  資訊給大家參考囉台灣三星夭壽讚,https://www.ptt.cc//bbs/MobileComm/M.1646302249.A.5A0.html
tacimio1216 (Sheena),[心得] U11換pixel5（MOMO福利機）兩周心得,Sat Feb 19 16:34:09 2022,我的U11用了快四年突然在兩周前連不到訊號，查了一下發現應該是主機板的問題，查了維修價錢之後決定讓它壽終正寢，其實我的U11除了訊號問題之外到現在都還是非常的好用，本來是想買P6的，後來看到災情之後想改找P5但都找不到，後來很巧的是隔一天我就看到MOMO出現pixel 5的福利機，想說反正網購是可以退貨的就買了（$約10000左右），收到貨之後裡面是台哥大的袋子跟google原廠的盒子，打開之後很驚訝因為裡面配件跟新的一樣，手機也跟新的一樣螢幕完全無傷，唯一有傷的是背殼兩道小刮傷（但P5的材質不仔細看超不明顯），使用兩周的結果我覺得買到很幸運因為根本跟新的一樣以下優缺點是針對我個人的使用體驗優點1.無限相簿這是我買這隻手機最重要的原因，無限相簿真的讚！2.續航很讚我平常的使用就是：看PTT fb ig等、傳訊息、聽podcast、拍照、收發email我這樣一整天使用下來回到家都還有約60%3.拍照很棒這一點版上已經有很多資訊了4.google 相關app的使用體驗很棒我原本就是工作每天都會用到，google drive google 日曆等相關google系列重度使用者，只能說不愧是親兒子整合使用體驗很讚缺點1.剛開始使用非google原生app會lag在我剛開始使用的時候，用foodpanda或是uber eats 或是蝦皮都會有點lag，但很神奇的是隔一天更新完之後居然就不會了2.連拍需要處理時間這一點版上也有很多分享了3.剛開始使用google app的耗電問題在我第一天使用的時候覺得異常耗電我以為是福利機的問題，後來查了一下用電量之後發現是google app一直在耗電但後來在更新之後google app之後居然就ok了，現在每天耗電量不到1%總之這次買的pixel 5使用到現在很滿意，很符合我的使用需求,https://www.ptt.cc//bbs/MobileComm/M.1645259651.A.7D4.html
onionleoboy (Leonard),[情報] Momo商城看到目前Reno7系列最低價,Thu Feb 17 00:36:09 2022,"Momo官網的方案 https://reurl.cc/e6pv6xReno7原售價：$15,990規格：MTK9008+256G3鏡頭65W快充4500電量Micro SD卡擴充插槽Reno7 pro原售價：$21,990規格：MTK1200-MAX8+256G4鏡頭 (後鏡頭 IMX-766、前鏡頭IMX-709)65W快充4400電量方案內容：https://i.imgur.com/SqUgCUN.jpg不管哪支，刷中信卡的話都是最優惠的555+1314+1000+1500=4369加上贈品1. Reno7預購禮：OPPO Enco Buds(市價$1,299) ＋Reno7專屬保護殼 (市價$690/不挑色)2. Reno7 Pro預購禮：OPPO Enco Air(市價$1,999) + Reno7 Pro專屬保護殼(市價$690)等於最後是Reno7：15990-4369-1299-690=9632Reno7 pro：21990-4369-1999-690=14932目前看到最優惠的價格給大家參考",https://www.ptt.cc//bbs/MobileComm/M.1645029398.A.8BC.html
dainfinity23 (DoAsInfinity),Re: [心得] 購入momo 福利品 S20心得之超雷超傻眼,Tue Feb 15 19:12:40 2022,更新後續...很幸運的，沒有像大家所說遭到索賠。而在今天終於直接刷退了！！不過還是奉勸要買福利機的人，還是不要買吧！這樣一來一回，一個月就過去了！！https://i.imgur.com/8RNhU5H.jpg※ 引述《dainfinity23 (DoAsInfinity)》之銘言：: 最近在momo購入一支福利品galaxy S20，想說要拿來當備用機使用。: 於是看了momo、pchome24h 大概都差不多價格，便在momo下單。: https://i.imgur.com/QwWQOAR.jpg: https://i.imgur.com/VTSqWvJ.jpg: 後來在板上爬文，對於電商的福利品評價很兩極，: 開始擔心起來。: 終於在昨天取到貨，打開盒子外觀有傷痕，: 螢幕有滿滿的細紋刮痕，: 不過沒差，裝殼、貼保護貼即可解決，: 重點是內在的功能，於是就決定開機。: 開機一看，直接傻眼，: 嚴重烙印還根本沒有畫面的白色畫面？？？: 這種螢幕可以賣13990？: 滿臉問號的把它裝回去，然後按下退貨。: https://i.imgur.com/dM81oHt.jpg: 影片：: https://youtu.be/S3-SLexc2cY: 雖然福利品有這個風險很賭運氣，: 之前是有買過覺得還OK，: 像這樣完全沒有檢查功能就寄給客戶，真的是滿瞎的。: 我現在怕的是，會不會反咬一口說是我弄壞的？: 還好當下有錄影，當下馬上按退貨，: 不知道有板友遇過這樣嗎？: 後來有順利退款嗎？: 謝謝,https://www.ptt.cc//bbs/MobileComm/M.1644923562.A.447.html
rattrapante (關東橋喬治克隆尼),[問題] momo的***品牌旗艦店可不可以買？,Sun Jan 30 14:37:02 2022,福利品不能買那請問品牌旗艦店的全新品可以買嗎？風險會不會很高？還是直接去通訊行買會比較好？,https://www.ptt.cc//bbs/MobileComm/M.1643524624.A.E20.html
dainfinity23 (DoAsInfinity),[心得] 購入momo 福利品 S20心得之超雷超傻眼,Sun Jan 30 08:24:00 2022,最近在momo購入一支福利品galaxy S20，想說要拿來當備用機使用。於是看了momo、pchome24h 大概都差不多價格，便在momo下單。https://i.imgur.com/QwWQOAR.jpghttps://i.imgur.com/VTSqWvJ.jpg後來在板上爬文，對於電商的福利品評價很兩極，開始擔心起來。終於在昨天取到貨，打開盒子外觀有傷痕，螢幕有滿滿的細紋刮痕，不過沒差，裝殼、貼保護貼即可解決，重點是內在的功能，於是就決定開機。開機一看，直接傻眼，嚴重烙印還根本沒有畫面的白色畫面？？？這種螢幕可以賣13990？滿臉問號的把它裝回去，然後按下退貨。https://i.imgur.com/dM81oHt.jpg影片：https://youtu.be/S3-SLexc2cY雖然福利品有這個風險很賭運氣，之前是有買過覺得還OK，像這樣完全沒有檢查功能就寄給客戶，真的是滿瞎的。我現在怕的是，會不會反咬一口說是我弄壞的？還好當下有錄影，當下馬上按退貨，不知道有板友遇過這樣嗎？後來有順利退款嗎？謝謝,https://www.ptt.cc//bbs/MobileComm/M.1643502242.A.EDE.html
ginlom (前世無情人，今生無女兒),[公告] 水桶：mimimomo089/assmm/rox999,Sun Jan 16 22:46:29 2022,條文內容3.部分類別分類說明與規範3-1 [購機] 分類說明  E.有違 [購機] 格式與規範發文，處以刪文並水桶7日以上。違規文章   編號    日 期 作  者       文  章  標  題                                    129984    1/16 mimimomo089  □ [問題] 想買螢幕小的手機 129991   7 1/16 assmm        □ [問題] 老人家用機-待機要兩天以上（預算一萬)違規事由未使用正確購機格式裁決水桶7日───────────────────────────────────────條文內容1.發推文注意事項1-1 基本事項  A.發表文章時，須使用適當之預設分類標題(詳下文)，若未使用/錯誤/自創分類者，    違者刪文並水桶3日。違規文章   編號    日 期 作  者       文  章  標  題                                    129992   3 1/16 rox999       □ s20fe更新後 圖示問題違規事由未使用正確分類裁決水桶3日,https://www.ptt.cc//bbs/MobileComm/M.1642344391.A.0D2.html
cllcsonia (抽絲剝繭般的詮釋),[方案] 台哥大599(-250momo) / 台灣之星299,Tue Nov  9 12:05:04 2021,──────────────────────────────────────1.當前資費和到期日期：例：XX499，即將到期遠傳4G不降速吃到飽 488  (已到期，優惠可繼續延展至2023)網內送60 網外送40 市話送602.使用需求(吃到飽/4G或5G/通話量...等)：例：不須吃到飽/希望是5G/通話量高4G平均每月流量15-20G網內外20mins 市話20mins3.常出沒地區：台北市區4.NP/續約/新辦(請填欲辦理之合約方法)：NP 台哥大員工 五福臨門599 (24)36GB / 月 、 網內免費 網外60分鐘 市話40分鐘、每月送100通話金、另送6000MOMO幣--> 599-6000/24 = 349台灣之星雙11 5G 299市話2元估20分鐘：299+2*20 = 339兩個方案差不多5.預算範圍：400 / 月6.補充說明(補充上述未提及之其他需求)：其實蠻滿意目前遠傳的方案4G 目前生活區域測速都大概下載100上下 有時還能快200只是想體驗5G想請問版友 台灣之星/台哥大 5G的使用體驗 以及是否有其他更好的方案推薦呢?謝謝!,https://www.ptt.cc//bbs/MobileComm/M.1636430706.A.869.html
